,first_top_up_date,second_top_up_date,segment,survival_in_days,status
1349,2022-03-12,,regular,19.0,False
2045,2022-02-08,,regular,51.0,False
8165,2022-01-30,,fast,60.0,False
6573,2022-02-03,2022-03-09,regular,34.0,True
5059,2022-03-16,,regular,15.0,False
6572,2022-03-29,,regular,2.0,False
9009,2022-02-20,,chunk,39.0,False
2144,2022-02-03,2022-03-12,regular,37.0,True
2637,2022-03-10,2022-03-30,regular,20.0,True
4869,2022-03-29,,regular,2.0,False
586,2022-03-02,2022-03-31,regular,29.0,True
6975,2022-01-16,2022-02-15,regular,30.0,True
4919,2022-01-11,2022-02-02,regular,22.0,True
1639,2022-03-11,,regular,20.0,False
4122,2022-03-09,,regular,22.0,False
3523,2022-01-31,2022-02-23,regular,23.0,True
6821,2022-01-17,,regular,73.0,False
7403,2022-03-09,,fast,22.0,False
4045,2022-01-03,2022-02-01,regular,29.0,True
24,2022-01-16,2022-02-16,regular,31.0,True
4856,2022-02-12,2022-03-20,regular,36.0,True
9000,2022-01-25,,chunk,65.0,False
8911,2022-03-15,,fast,16.0,False
5410,2022-03-21,,regular,10.0,False
9834,2022-01-23,,chunk,67.0,False
399,2022-02-25,,regular,34.0,False
5,2022-02-25,,regular,34.0,False
2091,2022-01-24,2022-02-27,regular,34.0,True
7951,2022-02-10,2022-02-17,fast,7.0,True
7455,2022-03-28,,fast,3.0,False
8503,2022-03-25,,fast,6.0,False
3125,2022-03-24,,regular,7.0,False
1106,2022-01-02,2022-01-29,regular,27.0,True
6422,2022-03-03,2022-03-31,regular,28.0,True
3073,2022-02-09,,regular,50.0,False
7865,2022-01-09,2022-01-24,fast,15.0,True
8139,2022-01-03,,fast,87.0,False
7815,2022-02-24,2022-03-13,fast,17.0,True
5037,2022-02-22,2022-03-22,regular,28.0,True
9710,2022-01-10,2022-03-10,chunk,59.0,True
7650,2022-01-06,,fast,84.0,False
6873,2022-03-28,,regular,3.0,False
9433,2022-02-24,,chunk,35.0,False
692,2022-03-24,,regular,7.0,False
6752,2022-02-02,2022-03-01,regular,27.0,True
6401,2022-03-19,,regular,12.0,False
9421,2022-01-19,,chunk,71.0,False
8172,2022-01-08,,fast,82.0,False
5757,2022-01-28,,regular,62.0,False
3280,2022-01-18,,regular,72.0,False
2453,2022-02-18,2022-03-07,regular,17.0,True
3539,2022-03-29,,regular,2.0,False
2385,2022-02-06,2022-03-10,regular,32.0,True
6718,2022-02-21,2022-03-09,regular,16.0,True
1562,2022-01-03,,regular,87.0,False
387,2022-02-20,2022-03-22,regular,30.0,True
1781,2022-02-11,2022-03-13,regular,30.0,True
787,2022-03-23,,regular,8.0,False
8007,2022-03-22,2022-03-31,fast,9.0,True
8331,2022-01-19,2022-02-02,fast,14.0,True
534,2022-01-14,,regular,76.0,False
9518,2022-01-02,,chunk,88.0,False
951,2022-01-05,2022-02-15,regular,41.0,True
5079,2022-02-20,,regular,39.0,False
7900,2022-03-17,,fast,14.0,False
2061,2022-02-24,,regular,35.0,False
4052,2022-03-25,,regular,6.0,False
2866,2022-02-21,2022-03-27,regular,34.0,True
6907,2022-02-02,2022-02-24,regular,22.0,True
8415,2022-01-16,2022-03-05,fast,48.0,True
504,2022-01-07,2022-02-11,regular,35.0,True
7765,2022-01-10,,fast,80.0,False
4609,2022-01-16,2022-02-18,regular,33.0,True
8549,2022-01-03,,fast,87.0,False
6856,2022-01-13,2022-02-06,regular,24.0,True
9222,2022-02-28,,chunk,31.0,False
9835,2022-03-06,,chunk,25.0,False
9623,2022-01-20,,chunk,70.0,False
9890,2022-02-09,,chunk,50.0,False
1308,2022-03-20,,regular,11.0,False
5905,2022-01-06,2022-02-14,regular,39.0,True
3925,2022-03-03,,regular,28.0,False
9748,2022-02-25,,chunk,34.0,False
9476,2022-01-31,,chunk,59.0,False
3220,2022-01-31,,regular,59.0,False
265,2022-01-03,2022-02-08,regular,36.0,True
5064,2022-03-14,,regular,17.0,False
9230,2022-03-03,,chunk,28.0,False
7728,2022-01-12,2022-01-24,fast,12.0,True
633,2022-02-07,2022-03-11,regular,32.0,True
1904,2022-01-31,2022-02-19,regular,19.0,True
8952,2022-03-04,,fast,27.0,False
346,2022-01-12,2022-02-02,regular,21.0,True
5664,2022-02-08,2022-03-09,regular,29.0,True
1711,2022-01-10,,regular,80.0,False
4992,2022-03-26,,regular,5.0,False
5272,2022-02-19,,regular,40.0,False
1370,2022-01-14,,regular,76.0,False
1757,2022-02-22,2022-03-28,regular,34.0,True
7113,2022-03-26,,fast,5.0,False
1985,2022-03-27,,regular,4.0,False
5170,2022-02-23,2022-03-22,regular,27.0,True
8571,2022-03-24,,fast,7.0,False
5780,2022-01-11,2022-02-15,regular,35.0,True
7910,2022-03-13,,fast,18.0,False
7983,2022-02-05,2022-02-25,fast,20.0,True
3752,2022-01-05,2022-01-28,regular,23.0,True
1411,2022-02-08,2022-03-07,regular,27.0,True
3609,2022-01-24,2022-02-25,regular,32.0,True
4422,2022-02-09,2022-03-02,regular,21.0,True
3262,2022-03-23,,regular,8.0,False
2005,2022-03-28,,regular,3.0,False
4540,2022-03-25,,regular,6.0,False
4318,2022-03-04,2022-03-29,regular,25.0,True
3077,2022-02-25,,regular,34.0,False
8995,2022-01-10,2022-02-05,fast,26.0,True
4504,2022-02-09,2022-03-04,regular,23.0,True
7277,2022-02-04,,fast,55.0,False
1851,2022-02-26,2022-03-28,regular,30.0,True
417,2022-03-06,,regular,25.0,False
939,2022-02-12,2022-03-09,regular,25.0,True
919,2022-01-24,,regular,66.0,False
6918,2022-03-18,,regular,13.0,False
7120,2022-01-01,,fast,89.0,False
6238,2022-03-03,2022-03-28,regular,25.0,True
7087,2022-01-26,2022-02-02,fast,7.0,True
821,2022-03-16,,regular,15.0,False
6251,2022-01-10,2022-02-13,regular,34.0,True
1146,2022-02-18,2022-03-16,regular,26.0,True
2896,2022-03-30,,regular,1.0,False
3882,2022-03-18,,regular,13.0,False
5552,2022-03-19,,regular,12.0,False
5583,2022-01-29,,regular,61.0,False
8441,2022-03-30,,fast,1.0,False
9468,2022-01-29,,chunk,61.0,False
7709,2022-03-18,,fast,13.0,False
6809,2022-02-22,,regular,37.0,False
1764,2022-02-20,2022-03-28,regular,36.0,True
1710,2022-03-12,,regular,19.0,False
1310,2022-01-08,2022-02-01,regular,24.0,True
4094,2022-02-25,,regular,34.0,False
7773,2022-01-21,,fast,69.0,False
2532,2022-03-04,,regular,27.0,False
6928,2022-03-18,,regular,13.0,False
9668,2022-01-19,,chunk,71.0,False
9253,2022-02-18,,chunk,41.0,False
3757,2022-02-11,,regular,48.0,False
3730,2022-03-23,,regular,8.0,False
2804,2022-01-28,2022-02-24,regular,27.0,True
1690,2022-02-18,2022-03-23,regular,33.0,True
2191,2022-01-16,,regular,74.0,False
43,2022-01-17,2022-02-15,regular,29.0,True
4005,2022-01-10,,regular,80.0,False
81,2022-02-17,2022-03-06,regular,17.0,True
4871,2022-01-06,,regular,84.0,False
6375,2022-02-14,2022-03-08,regular,22.0,True
7236,2022-02-11,2022-02-15,fast,4.0,True
8768,2022-03-16,,fast,15.0,False
7791,2022-03-07,,fast,24.0,False
8252,2022-03-28,,fast,3.0,False
6906,2022-01-28,2022-03-09,regular,40.0,True
4601,2022-01-01,2022-02-07,regular,37.0,True
9979,2022-03-17,,chunk,14.0,False
9408,2022-02-13,,chunk,46.0,False
251,2022-01-05,2022-02-03,regular,29.0,True
5793,2022-02-01,2022-02-22,regular,21.0,True
8818,2022-01-21,,fast,69.0,False
1080,2022-01-22,,regular,68.0,False
8939,2022-02-25,2022-03-13,fast,16.0,True
5805,2022-01-13,2022-02-08,regular,26.0,True
5115,2022-02-20,2022-03-21,regular,29.0,True
4375,2022-01-22,2022-02-14,regular,23.0,True
2622,2022-02-22,,regular,37.0,False
2721,2022-01-27,,regular,63.0,False
2011,2022-02-09,2022-02-28,regular,19.0,True
4865,2022-02-28,,regular,31.0,False
5249,2022-02-10,2022-03-16,regular,34.0,True
4905,2022-01-24,2022-02-23,regular,30.0,True
3743,2022-01-10,2022-02-08,regular,29.0,True
3911,2022-01-27,,regular,63.0,False
2153,2022-03-17,,regular,14.0,False
8219,2022-02-11,2022-03-07,fast,24.0,True
6306,2022-03-30,,regular,1.0,False
7634,2022-01-01,2022-01-19,fast,18.0,True
8377,2022-02-01,,fast,58.0,False
5557,2022-03-25,,regular,6.0,False
5439,2022-02-11,2022-03-08,regular,25.0,True
3149,2022-03-07,,regular,24.0,False
2980,2022-01-13,,regular,77.0,False
2748,2022-03-09,,regular,22.0,False
5054,2022-03-03,2022-03-22,regular,19.0,True
6717,2022-03-06,,regular,25.0,False
9846,2022-02-09,,chunk,50.0,False
3982,2022-01-03,,regular,87.0,False
5919,2022-03-24,,regular,7.0,False
2685,2022-01-01,2022-02-04,regular,34.0,True
1268,2022-03-26,,regular,5.0,False
1828,2022-02-28,,regular,31.0,False
724,2022-03-06,,regular,25.0,False
324,2022-03-15,,regular,16.0,False
1050,2022-01-10,2022-02-04,regular,25.0,True
2917,2022-03-06,,regular,25.0,False
5182,2022-01-25,2022-02-18,regular,24.0,True
3480,2022-01-21,,regular,69.0,False
7289,2022-01-03,2022-01-20,fast,17.0,True
7513,2022-03-14,,fast,17.0,False
6614,2022-01-03,2022-02-03,regular,31.0,True
2122,2022-02-03,,regular,56.0,False
7543,2022-02-22,2022-03-04,fast,10.0,True
2638,2022-03-08,,regular,23.0,False
4568,2022-02-14,2022-03-11,regular,25.0,True
4557,2022-01-12,,regular,78.0,False
6754,2022-01-18,2022-02-08,regular,21.0,True
5686,2022-01-31,,regular,59.0,False
4153,2022-02-22,,regular,37.0,False
3550,2022-01-16,,regular,74.0,False
8500,2022-03-28,,fast,3.0,False
50,2022-02-26,2022-03-25,regular,27.0,True
644,2022-01-10,,regular,80.0,False
3353,2022-03-08,,regular,23.0,False
9134,2022-03-28,,chunk,3.0,False
6052,2022-01-14,,regular,76.0,False
7688,2022-01-18,,fast,72.0,False
5426,2022-03-09,2022-03-30,regular,21.0,True
6246,2022-03-11,,regular,20.0,False
6487,2022-03-17,,regular,14.0,False
8346,2022-02-17,2022-02-28,fast,11.0,True
379,2022-01-17,2022-02-25,regular,39.0,True
3025,2022-03-12,,regular,19.0,False
2364,2022-01-08,,regular,82.0,False
9848,2022-02-06,,chunk,53.0,False
309,2022-01-31,2022-03-01,regular,29.0,True
541,2022-02-23,2022-03-24,regular,29.0,True
9620,2022-02-25,,chunk,34.0,False
6957,2022-02-15,2022-03-21,regular,34.0,True
2786,2022-01-27,,regular,63.0,False
6735,2022-03-15,,regular,16.0,False
8179,2022-03-05,,fast,26.0,False
9549,2022-03-30,,chunk,1.0,False
9401,2022-01-24,,chunk,66.0,False
6436,2022-01-30,2022-02-14,regular,15.0,True
2079,2022-03-22,,regular,9.0,False
6920,2022-02-23,2022-03-13,regular,18.0,True
3619,2022-01-19,2022-02-12,regular,24.0,True
8247,2022-02-26,,fast,33.0,False
9583,2022-01-09,,chunk,81.0,False
5945,2022-03-25,,regular,6.0,False
2112,2022-02-07,2022-02-23,regular,16.0,True
4181,2022-03-27,,regular,4.0,False
9797,2022-02-18,,chunk,41.0,False
1504,2022-03-30,,regular,1.0,False
7006,2022-02-06,,fast,53.0,False
2161,2022-01-20,2022-02-13,regular,24.0,True
4970,2022-03-09,,regular,22.0,False
5263,2022-01-02,2022-02-04,regular,33.0,True
8008,2022-03-20,2022-03-23,fast,3.0,True
1659,2022-01-05,2022-01-21,regular,16.0,True
171,2022-03-09,,regular,22.0,False
5878,2022-01-04,,regular,86.0,False
5366,2022-01-22,2022-03-02,regular,39.0,True
7439,2022-01-04,2022-01-18,fast,14.0,True
6684,2022-02-13,2022-03-14,regular,29.0,True
5711,2022-02-22,2022-03-08,regular,14.0,True
9303,2022-03-11,,chunk,20.0,False
4070,2022-03-08,2022-03-23,regular,15.0,True
4576,2022-02-01,2022-02-25,regular,24.0,True
5458,2022-02-20,2022-03-21,regular,29.0,True
1855,2022-02-21,2022-03-19,regular,26.0,True
7590,2022-03-15,,fast,16.0,False
6597,2022-03-17,,regular,14.0,False
159,2022-01-27,2022-03-09,regular,41.0,True
9687,2022-01-23,2022-03-23,chunk,59.0,True
8065,2022-01-24,2022-02-06,fast,13.0,True
4679,2022-02-05,2022-03-02,regular,25.0,True
3354,2022-03-18,,regular,13.0,False
6384,2022-02-15,2022-03-14,regular,27.0,True
2895,2022-02-26,2022-03-31,regular,33.0,True
8611,2022-03-09,,fast,22.0,False
9031,2022-02-04,,chunk,55.0,False
2697,2022-01-15,2022-02-09,regular,25.0,True
5396,2022-03-05,,regular,26.0,False
3971,2022-01-06,2022-01-14,regular,8.0,True
588,2022-01-14,,regular,76.0,False
6668,2022-02-22,,regular,37.0,False
78,2022-02-18,2022-03-18,regular,28.0,True
5163,2022-01-27,,regular,63.0,False
714,2022-03-10,,regular,21.0,False
2526,2022-03-07,,regular,24.0,False
1191,2022-02-16,2022-03-09,regular,21.0,True
7451,2022-03-12,2022-03-19,fast,7.0,True
1964,2022-03-03,2022-03-28,regular,25.0,True
2961,2022-03-06,,regular,25.0,False
2034,2022-01-17,2022-02-22,regular,36.0,True
8403,2022-03-16,2022-03-28,fast,12.0,True
9662,2022-01-30,,chunk,60.0,False
9711,2022-01-08,2022-03-10,chunk,61.0,True
5212,2022-02-02,2022-02-21,regular,19.0,True
8655,2022-03-06,,fast,25.0,False
769,2022-02-20,2022-03-15,regular,23.0,True
2899,2022-03-25,,regular,6.0,False
1794,2022-03-13,,regular,18.0,False
9912,2022-02-21,,chunk,38.0,False
2544,2022-01-06,2022-02-01,regular,26.0,True
3503,2022-01-07,,regular,83.0,False
1924,2022-03-18,,regular,13.0,False
3007,2022-01-28,2022-02-13,regular,16.0,True
9887,2022-03-03,,chunk,28.0,False
397,2022-02-03,2022-02-28,regular,25.0,True
9262,2022-01-15,2022-03-18,chunk,62.0,True
2078,2022-03-27,,regular,4.0,False
3285,2022-01-23,2022-03-01,regular,37.0,True
7210,2022-01-03,,fast,87.0,False
4844,2022-03-05,2022-03-25,regular,20.0,True
8639,2022-03-04,,fast,27.0,False
8577,2022-02-24,2022-03-13,fast,17.0,True
3792,2022-03-02,,regular,29.0,False
7254,2022-01-23,2022-01-28,fast,5.0,True
7465,2022-02-13,2022-03-17,fast,32.0,True
9218,2022-01-19,,chunk,71.0,False
9285,2022-01-02,2022-02-22,chunk,51.0,True
9898,2022-02-28,,chunk,31.0,False
3933,2022-01-21,2022-03-03,regular,41.0,True
59,2022-03-23,,regular,8.0,False
4582,2022-03-15,,regular,16.0,False
9501,2022-01-04,2022-03-04,chunk,59.0,True
4064,2022-02-26,,regular,33.0,False
3141,2022-03-27,,regular,4.0,False
6513,2022-01-30,2022-02-22,regular,23.0,True
5786,2022-02-06,,regular,53.0,False
8449,2022-03-23,,fast,8.0,False
4275,2022-03-11,,regular,20.0,False
8570,2022-02-24,2022-03-11,fast,15.0,True
4930,2022-01-30,2022-02-22,regular,23.0,True
1176,2022-03-26,,regular,5.0,False
6648,2022-02-20,2022-03-19,regular,27.0,True
2428,2022-02-05,2022-03-01,regular,24.0,True
4748,2022-02-07,2022-03-15,regular,36.0,True
4224,2022-02-22,2022-03-22,regular,28.0,True
7837,2022-02-23,,fast,36.0,False
1837,2022-02-02,,regular,57.0,False
5722,2022-03-17,,regular,14.0,False
592,2022-01-27,2022-02-25,regular,29.0,True
5607,2022-01-13,2022-02-01,regular,19.0,True
5275,2022-02-13,,regular,46.0,False
938,2022-03-13,,regular,18.0,False
9302,2022-01-22,2022-03-24,chunk,61.0,True
8739,2022-03-01,,fast,30.0,False
6091,2022-02-05,2022-03-02,regular,25.0,True
3230,2022-01-14,2022-02-22,regular,39.0,True
8881,2022-02-19,2022-03-15,fast,24.0,True
7367,2022-01-01,2022-01-30,fast,29.0,True
3611,2022-03-20,,regular,11.0,False
1348,2022-03-11,,regular,20.0,False
8826,2022-02-08,,fast,51.0,False
3664,2022-01-13,2022-02-07,regular,25.0,True
5152,2022-03-25,,regular,6.0,False
9289,2022-01-24,2022-03-17,chunk,52.0,True
8061,2022-01-09,2022-01-25,fast,16.0,True
9614,2022-02-02,,chunk,57.0,False
5297,2022-01-14,2022-02-15,regular,32.0,True
9567,2022-03-30,,chunk,1.0,False
8524,2022-02-13,,fast,46.0,False
748,2022-02-08,2022-03-08,regular,28.0,True
9622,2022-03-12,,chunk,19.0,False
3095,2022-01-03,2022-02-05,regular,33.0,True
1805,2022-01-23,2022-02-22,regular,30.0,True
8856,2022-01-14,2022-02-22,fast,39.0,True
6213,2022-02-05,2022-02-26,regular,21.0,True
578,2022-02-12,2022-03-13,regular,29.0,True
9604,2022-03-29,,chunk,2.0,False
7014,2022-03-20,2022-03-25,fast,5.0,True
9608,2022-02-01,,chunk,58.0,False
9259,2022-01-21,2022-03-17,chunk,55.0,True
819,2022-02-18,2022-03-23,regular,33.0,True
6729,2022-03-09,,regular,22.0,False
1313,2022-03-18,,regular,13.0,False
1342,2022-02-17,,regular,42.0,False
2528,2022-03-02,,regular,29.0,False
3226,2022-03-12,,regular,19.0,False
5758,2022-03-04,,regular,27.0,False
8596,2022-01-27,2022-02-12,fast,16.0,True
3301,2022-02-23,2022-03-22,regular,27.0,True
5517,2022-03-14,,regular,17.0,False
9118,2022-03-23,,chunk,8.0,False
9456,2022-01-21,,chunk,69.0,False
4433,2022-01-26,2022-02-23,regular,28.0,True
9406,2022-01-02,2022-02-28,chunk,57.0,True
4753,2022-03-21,,regular,10.0,False
5849,2022-02-28,2022-03-18,regular,18.0,True
6740,2022-02-03,2022-03-13,regular,38.0,True
9058,2022-01-28,,chunk,62.0,False
9073,2022-03-01,,chunk,30.0,False
2234,2022-01-19,2022-02-19,regular,31.0,True
2940,2022-01-16,2022-02-24,regular,39.0,True
770,2022-01-21,,regular,69.0,False
8564,2022-02-21,2022-03-20,fast,27.0,True
9502,2022-01-14,,chunk,76.0,False
6466,2022-02-14,2022-03-17,regular,31.0,True
8100,2022-03-14,,fast,17.0,False
8064,2022-02-21,,fast,38.0,False
1240,2022-02-08,2022-03-08,regular,28.0,True
6587,2022-03-19,,regular,12.0,False
751,2022-02-12,,regular,47.0,False
8350,2022-03-13,2022-03-25,fast,12.0,True
4684,2022-02-12,,regular,47.0,False
517,2022-03-12,2022-03-27,regular,15.0,True
3702,2022-01-19,2022-02-18,regular,30.0,True
7212,2022-01-24,2022-02-03,fast,10.0,True
1793,2022-02-12,,regular,47.0,False
5452,2022-03-27,,regular,4.0,False
768,2022-01-25,2022-02-17,regular,23.0,True
1193,2022-03-26,,regular,5.0,False
9398,2022-01-11,2022-03-13,chunk,61.0,True
5229,2022-03-30,,regular,1.0,False
8120,2022-02-16,2022-03-01,fast,13.0,True
5817,2022-01-28,2022-03-01,regular,32.0,True
5159,2022-02-12,2022-03-07,regular,23.0,True
9625,2022-03-15,,chunk,16.0,False
1975,2022-03-25,,regular,6.0,False
3132,2022-03-15,,regular,16.0,False
3674,2022-02-07,2022-03-11,regular,32.0,True
3275,2022-03-19,,regular,12.0,False
6173,2022-02-24,2022-03-23,regular,27.0,True
1703,2022-03-29,,regular,2.0,False
4927,2022-01-12,2022-02-14,regular,33.0,True
8343,2022-02-04,2022-02-23,fast,19.0,True
3678,2022-01-26,,regular,64.0,False
1388,2022-03-12,,regular,19.0,False
6045,2022-01-19,,regular,71.0,False
5334,2022-03-03,,regular,28.0,False
2317,2022-03-24,,regular,7.0,False
2399,2022-02-18,,regular,41.0,False
6232,2022-03-28,,regular,3.0,False
7038,2022-01-15,2022-02-09,fast,25.0,True
3384,2022-01-03,2022-02-06,regular,34.0,True
4597,2022-03-16,,regular,15.0,False
8877,2022-03-23,,fast,8.0,False
4037,2022-02-02,2022-03-04,regular,30.0,True
4581,2022-01-08,2022-02-04,regular,27.0,True
2205,2022-03-05,,regular,26.0,False
3092,2022-03-13,,regular,18.0,False
2912,2022-01-08,,regular,82.0,False
419,2022-01-04,2022-02-03,regular,30.0,True
1051,2022-02-06,2022-03-10,regular,32.0,True
9997,2022-02-25,,chunk,34.0,False
2490,2022-02-20,2022-03-20,regular,28.0,True
6872,2022-03-20,,regular,11.0,False
7883,2022-01-26,2022-02-24,fast,29.0,True
7886,2022-03-30,2022-03-30,fast,0.0,True
8045,2022-01-21,2022-02-04,fast,14.0,True
855,2022-02-14,2022-03-12,regular,26.0,True
9861,2022-03-02,,chunk,29.0,False
8785,2022-03-06,2022-03-13,fast,7.0,True
7060,2022-01-18,2022-03-01,fast,42.0,True
9547,2022-01-19,2022-03-07,chunk,47.0,True
4049,2022-03-01,2022-03-24,regular,23.0,True
4233,2022-01-28,,regular,62.0,False
6295,2022-02-21,,regular,38.0,False
8873,2022-01-06,2022-02-14,fast,39.0,True
1979,2022-01-19,,regular,71.0,False
648,2022-03-06,,regular,25.0,False
1568,2022-02-13,2022-03-10,regular,25.0,True
642,2022-01-05,2022-02-08,regular,34.0,True
274,2022-03-19,,regular,12.0,False
7033,2022-03-29,,fast,2.0,False
2547,2022-03-01,,regular,30.0,False
8151,2022-03-06,,fast,25.0,False
9288,2022-01-05,2022-03-06,chunk,60.0,True
6805,2022-03-23,,regular,8.0,False
3648,2022-02-02,,regular,57.0,False
172,2022-02-21,2022-03-12,regular,19.0,True
4323,2022-03-10,,regular,21.0,False
9400,2022-02-12,,chunk,47.0,False
5939,2022-02-27,,regular,32.0,False
8679,2022-01-13,2022-02-12,fast,30.0,True
9965,2022-01-06,2022-03-09,chunk,62.0,True
5245,2022-02-09,2022-03-07,regular,26.0,True
3247,2022-02-05,2022-03-16,regular,39.0,True
4116,2022-02-10,2022-02-23,regular,13.0,True
9892,2022-01-05,2022-03-04,chunk,58.0,True
4621,2022-02-20,2022-03-22,regular,30.0,True
6319,2022-02-27,,regular,32.0,False
8817,2022-03-21,2022-03-29,fast,8.0,True
2726,2022-01-22,2022-02-28,regular,37.0,True
3278,2022-03-24,,regular,7.0,False
5761,2022-03-07,2022-03-28,regular,21.0,True
7779,2022-01-23,2022-02-19,fast,27.0,True
4594,2022-03-26,,regular,5.0,False
7125,2022-03-01,2022-03-16,fast,15.0,True
409,2022-03-15,,regular,16.0,False
9908,2022-03-17,,chunk,14.0,False
2401,2022-03-16,,regular,15.0,False
3511,2022-01-30,,regular,60.0,False
54,2022-01-09,,regular,81.0,False
647,2022-01-15,2022-02-16,regular,32.0,True
2096,2022-03-12,,regular,19.0,False
5835,2022-02-23,2022-03-26,regular,31.0,True
9254,2022-03-30,,chunk,1.0,False
2120,2022-02-25,2022-03-08,regular,11.0,True
6222,2022-03-18,,regular,13.0,False
7909,2022-02-01,2022-02-04,fast,3.0,True
9576,2022-02-20,,chunk,39.0,False
453,2022-02-20,,regular,39.0,False
9845,2022-01-25,2022-03-14,chunk,48.0,True
9852,2022-01-04,2022-02-23,chunk,50.0,True
1290,2022-01-13,2022-02-13,regular,31.0,True
6118,2022-02-15,,regular,44.0,False
8470,2022-03-07,2022-03-27,fast,20.0,True
3514,2022-01-27,,regular,63.0,False
9326,2022-02-25,,chunk,34.0,False
2969,2022-03-28,,regular,3.0,False
1486,2022-01-13,2022-02-08,regular,26.0,True
8488,2022-01-18,2022-02-16,fast,29.0,True
4268,2022-03-12,,regular,19.0,False
1941,2022-02-06,2022-03-02,regular,24.0,True
8197,2022-01-06,2022-02-01,fast,26.0,True
3433,2022-01-23,2022-02-28,regular,36.0,True
2452,2022-03-26,,regular,5.0,False
3390,2022-03-26,,regular,5.0,False
9987,2022-02-08,,chunk,51.0,False
9654,2022-03-25,,chunk,6.0,False
8694,2022-03-28,,fast,3.0,False
5778,2022-03-24,,regular,7.0,False
3935,2022-02-08,2022-03-19,regular,39.0,True
8336,2022-02-12,,fast,47.0,False
6631,2022-01-24,2022-02-19,regular,26.0,True
9089,2022-02-19,,chunk,40.0,False
3237,2022-01-22,2022-02-22,regular,31.0,True
4918,2022-01-13,2022-02-06,regular,24.0,True
8609,2022-02-24,2022-03-21,fast,25.0,True
497,2022-01-10,2022-02-17,regular,38.0,True
3205,2022-03-01,2022-03-23,regular,22.0,True
6877,2022-02-04,2022-03-02,regular,26.0,True
7422,2022-01-09,2022-03-09,fast,59.0,True
9135,2022-01-12,,chunk,78.0,False
3697,2022-03-12,,regular,19.0,False
6100,2022-02-14,2022-03-12,regular,26.0,True
6154,2022-01-29,,regular,61.0,False
5615,2022-01-19,,regular,71.0,False
7013,2022-03-04,,fast,27.0,False
3148,2022-01-24,,regular,66.0,False
6106,2022-01-15,,regular,75.0,False
515,2022-02-09,2022-03-13,regular,32.0,True
6871,2022-03-07,2022-03-29,regular,22.0,True
97,2022-01-16,,regular,74.0,False
7410,2022-03-11,,fast,20.0,False
3985,2022-03-10,,regular,21.0,False
8584,2022-03-19,,fast,12.0,False
3213,2022-02-25,2022-03-10,regular,13.0,True
8043,2022-03-25,,fast,6.0,False
7243,2022-01-08,2022-01-30,fast,22.0,True
1074,2022-03-02,2022-03-19,regular,17.0,True
5405,2022-03-25,,regular,6.0,False
5036,2022-01-20,2022-02-20,regular,31.0,True
6544,2022-01-04,2022-02-01,regular,28.0,True
7454,2022-03-10,2022-03-30,fast,20.0,True
7334,2022-03-30,,fast,1.0,False
4914,2022-03-28,,regular,3.0,False
1069,2022-01-18,,regular,72.0,False
2235,2022-02-26,,regular,33.0,False
376,2022-02-03,,regular,56.0,False
3420,2022-03-06,,regular,25.0,False
9044,2022-02-16,,chunk,43.0,False
9274,2022-03-21,,chunk,10.0,False
2769,2022-02-23,2022-03-28,regular,33.0,True
1752,2022-03-22,,regular,9.0,False
8820,2022-01-01,,fast,89.0,False
3570,2022-03-30,,regular,1.0,False
2145,2022-02-12,2022-03-15,regular,31.0,True
5125,2022-02-21,2022-03-03,regular,10.0,True
206,2022-03-21,,regular,10.0,False
2105,2022-02-12,,regular,47.0,False
1421,2022-03-21,,regular,10.0,False
4056,2022-03-23,,regular,8.0,False
8391,2022-01-03,2022-02-09,fast,37.0,True
3992,2022-01-08,2022-02-08,regular,31.0,True
726,2022-02-24,,regular,35.0,False
2335,2022-03-24,,regular,7.0,False
3921,2022-01-18,2022-02-17,regular,30.0,True
6606,2022-01-18,2022-02-24,regular,37.0,True
3837,2022-01-22,,regular,68.0,False
7370,2022-01-13,2022-02-08,fast,26.0,True
9034,2022-01-26,,chunk,64.0,False
2601,2022-02-08,2022-03-07,regular,27.0,True
7698,2022-03-02,2022-03-22,fast,20.0,True
2997,2022-02-08,2022-03-11,regular,31.0,True
4364,2022-02-01,2022-02-28,regular,27.0,True
2779,2022-02-18,2022-03-13,regular,23.0,True
4487,2022-02-15,,regular,44.0,False
4337,2022-01-26,2022-02-27,regular,32.0,True
6398,2022-03-16,,regular,15.0,False
6671,2022-01-26,,regular,64.0,False
9922,2022-02-01,,chunk,58.0,False
6182,2022-01-08,,regular,82.0,False
6498,2022-02-18,,regular,41.0,False
6352,2022-01-05,2022-02-07,regular,33.0,True
4213,2022-01-01,,regular,89.0,False
461,2022-01-26,2022-02-19,regular,24.0,True
591,2022-02-28,2022-03-21,regular,21.0,True
523,2022-02-28,,regular,31.0,False
7076,2022-01-05,2022-01-16,fast,11.0,True
1950,2022-03-04,2022-03-21,regular,17.0,True
5996,2022-01-17,2022-01-30,regular,13.0,True
5271,2022-03-07,,regular,24.0,False
5118,2022-02-15,2022-03-16,regular,29.0,True
7993,2022-03-01,2022-03-30,fast,29.0,True
4342,2022-02-05,2022-03-07,regular,30.0,True
5237,2022-01-03,,regular,87.0,False
3037,2022-03-03,2022-03-28,regular,25.0,True
9506,2022-01-11,2022-03-08,chunk,56.0,True
6882,2022-01-08,2022-01-31,regular,23.0,True
8106,2022-02-19,2022-03-26,fast,35.0,True
